title,year,subgenres
Corvette Summer,1978.0,['road-trip-adventure']
Follow That Bird,1985.0,['road-trip-adventure']
The Adventures of Rocky & Bullwinkle,2000.0,"['road-trip-adventure', 'slapstick-comedy']"
Smokey and the Bandit II,1980.0,['road-trip-adventure']
Two for the Road,1967.0,['road-trip-adventure']
Johnson Family Vacation,2004.0,['road-trip-adventure']
The Leisure Seeker,2017.0,['road-trip-adventure']
Harry and Tonto,1974.0,['road-trip-adventure']
Larger Than Life,1996.0,['road-trip-adventure']
Highway,2002.0,['road-trip-adventure']
Where Angels Go Trouble Follows!,1968.0,['road-trip-adventure']
Paris Can Wait,2016.0,['road-trip-adventure']
The Yellow Handkerchief,2008.0,['road-trip-adventure']
Josh and S.A.M.,1993.0,['road-trip-adventure']
Dear Eleanor,2016.0,['road-trip-adventure']
Old Boyfriends,1979.0,['road-trip-adventure']
The Trip to Spain,2017.0,['road-trip-adventure']
Powwow Highway,1988.0,['road-trip-adventure']
Getting There,2002.0,['road-trip-adventure']
The Open Road,2009.0,['road-trip-adventure']
Lamb,2015.0,"['road-trip-adventure', 'tragedy-drama']"
Rolling Kansas,2003.0,"['road-trip-adventure', 'stoner-comedy']"
The Puffy Chair,2005.0,['road-trip-adventure']
Tennessee,2008.0,['road-trip-adventure']
The Time of Their Lives,2017.0,['road-trip-adventure']
Roadside Prophets,1992.0,['road-trip-adventure']
The Wayward Bus,1957.0,['road-trip-adventure']
Heartlands,2002.0,['road-trip-adventure']
World Traveler,2001.0,['road-trip-adventure']
One-Way to Tomorrow,2020.0,['road-trip-adventure']
Les Cowboys,2015.0,['road-trip-adventure']
One Man and His Cow,2016.0,['road-trip-adventure']
Escapade in Japan,1957.0,['road-trip-adventure']
A Colorful Heart.,,['road-trip-adventure']
Beyond the Peak,,"['road-trip-adventure', 'survival-adventure']"
Titik Nol,,['road-trip-adventure']
Beyond Maps,,['road-trip-adventure']
Balance,,['road-trip-adventure']
Xanadu,1980.0,['rock-musical']
Jesus Christ Superstar,1973.0,['rock-musical']
Evita,1996.0,['rock-musical']
Tenacious D in the Pick of Destiny,2006.0,"['rock-musical', 'stoner-comedy']"
Blue Hawaii,1961.0,['rock-musical']
Viva Las Vegas,1964.0,['rock-musical']
King Creole,1958.0,['rock-musical']
Jailhouse Rock,1957.0,['rock-musical']
Inu-oh,2021.0,['rock-musical']
Heartbreak Hotel,1988.0,['rock-musical']
I Kissed a Vampire,2010.0,['rock-musical']
King of the Camp,2008.0,['rock-musical']
Bridget Jones: Mad About the Boy,2025.0,['romantic-comedy']
Anyone But You,2023.0,['romantic-comedy']
Coyote Ugly,2000.0,['romantic-comedy']
Nadaaniyan,2025.0,['romantic-comedy']
Larry Crowne,2011.0,['romantic-comedy']
Cashback,2006.0,['romantic-comedy']
Fly Me to the Moon,2024.0,['romantic-comedy']
Ghosted,2023.0,['romantic-comedy']
Just Go with It,2011.0,['romantic-comedy']
Coming to America,1988.0,['romantic-comedy']
Bridget Jones's Baby,2016.0,['romantic-comedy']
This Is 40,2012.0,['romantic-comedy']
She's All That,1999.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
Working Girl,1988.0,"['romantic-comedy', 'workplace-drama']"
The Other Woman,2014.0,['romantic-comedy']
Easy A,2010.0,"['romantic-comedy', 'satire-comedy', 'teen-comedy', 'teen-drama', 'teen-romance']"
A Family Affair,2024.0,['romantic-comedy']
Bridget Jones: The Edge of Reason,2004.0,['romantic-comedy']
Midnight in Paris,2011.0,['romantic-comedy']
There's Something About Mary,1998.0,"['romantic-comedy', 'slapstick-comedy']"
She's the Man,2006.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
Valentine's Day,2010.0,['romantic-comedy']
Father of the Bride,1991.0,['romantic-comedy']
My Man Godfrey,1936.0,['romantic-comedy']
The Cutting Edge,1992.0,['romantic-comedy']
"Red, White & Royal Blue",2023.0,"['romantic-comedy', 'screwball-comedy', 'steamy-romance']"
Moonstruck,1987.0,['romantic-comedy']
Don Jon,2013.0,['romantic-comedy']
Breakfast at Tiffany's,1961.0,['romantic-comedy']
The Other Zoey,2023.0,['romantic-comedy']
The Ugly Truth,2009.0,['romantic-comedy']
As Good as It Gets,1997.0,['romantic-comedy']
Meet the Parents,2000.0,"['romantic-comedy', 'slapstick-comedy']"
Can't Hardly Wait,1998.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
"Love, Rosie",2014.0,"['romantic-comedy', 'teen-romance']"
When in Rome,2010.0,['romantic-comedy']
The Mexican,2001.0,['romantic-comedy']
To All the Boys I've Loved Before,2018.0,"['romantic-comedy', 'teen-comedy', 'teen-drama', 'teen-romance']"
Annie Hall,1977.0,['romantic-comedy']
Overboard,1987.0,['romantic-comedy']
Much Ado About Nothing,1993.0,['romantic-comedy']
"Definitely, Maybe",2008.0,['romantic-comedy']
A Rainy Day in New York,2019.0,['romantic-comedy']
A Cinderella Story,2004.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
Hitch,2005.0,['romantic-comedy']
Meet the Fockers,2004.0,"['romantic-comedy', 'slapstick-comedy']"
My Best Friend's Wedding,1997.0,['romantic-comedy']
Fool's Gold,2008.0,['romantic-comedy']
Roman Holiday,1953.0,['romantic-comedy']
P.S. I Love You,2007.0,['romantic-comedy']
Set It Up,2018.0,['romantic-comedy']
Blast from the Past,1999.0,['romantic-comedy']
Can't Buy Me Love,1987.0,"['romantic-comedy', 'teen-comedy', 'teen-drama', 'teen-romance']"
Upgraded,2024.0,['romantic-comedy']
This Means War,2012.0,['romantic-comedy']
Mike and Dave Need Wedding Dates,2016.0,['romantic-comedy']
The Wedding Date,2005.0,['romantic-comedy']
The Heartbreak Kid,2007.0,['romantic-comedy']
Bride Wars,2009.0,['romantic-comedy']
Spanglish,2004.0,['romantic-comedy']
Just My Luck,2006.0,['romantic-comedy']
Whatever It Takes,2000.0,"['romantic-comedy', 'teen-romance']"
Raising Helen,2004.0,['romantic-comedy']
Ticket to Paradise,2022.0,"['romantic-comedy', 'satire-comedy']"
The Princess Diaries 2: Royal Engagement,2004.0,"['romantic-comedy', 'teen-comedy']"
Sex and the City,2008.0,['romantic-comedy']
Ghosts of Girlfriends Past,2009.0,['romantic-comedy']
Aloha,2015.0,['romantic-comedy']
Never Been Kissed,1999.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
How to Be Single,2016.0,['romantic-comedy']
Under the Tuscan Sun,2003.0,['romantic-comedy']
Sosyal Climbers,2025.0,['romantic-comedy']
He's All That,2021.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
It's Complicated,2009.0,['romantic-comedy']
What a Girl Wants,2003.0,"['romantic-comedy', 'teen-comedy', 'teen-romance']"
Maid in Manhattan,2002.0,['romantic-comedy']
Imagine Me & You,2005.0,['romantic-comedy']
Saratoga,1937.0,['romantic-comedy']
Along Came Polly,2004.0,['romantic-comedy']
Singles,1992.0,['romantic-comedy']
Sex and the City 2,2010.0,['romantic-comedy']
It Takes Two,1995.0,['romantic-comedy']
Long Shot,2019.0,['romantic-comedy']
A Lot Like Love,2005.0,['romantic-comedy']
The Break-Up,2006.0,['romantic-comedy']
Made of Honor,2008.0,"['romantic-comedy', 'slapstick-comedy']"
Something's Gotta Give,2003.0,['romantic-comedy']
Earth Girls Are Easy,1988.0,['romantic-comedy']
Sabrina,1954.0,['romantic-comedy']
The Big Sick,2017.0,['romantic-comedy']
Players,2024.0,['romantic-comedy']
Ruby Sparks,2012.0,['romantic-comedy']
Your Place or Mine,2023.0,['romantic-comedy']
About Last Night,1986.0,['romantic-comedy']
The Five-Year Engagement,2012.0,['romantic-comedy']
Just Married,2003.0,['romantic-comedy']
Chasing Amy,1997.0,['romantic-comedy']
"New York, I Love You",2008.0,['romantic-comedy']
Modern Times,1936.0,"['romantic-comedy', 'satire-comedy', 'slapstick-comedy']"
Barefoot in the Park,1967.0,['romantic-comedy']
Stuck in Love.,2012.0,['romantic-comedy']
Fallen Leaves,2023.0,['romantic-comedy']
Dave,1993.0,"['romantic-comedy', 'satire-comedy']"
Mr. Right,2015.0,['romantic-comedy']
Overboard,2018.0,['romantic-comedy']
The Bounty Hunter,2010.0,['romantic-comedy']
Failure to Launch,2006.0,['romantic-comedy']
Six Days Seven Nights,1998.0,"['romantic-comedy', 'survival-adventure']"
What If,2013.0,['romantic-comedy']
Confessions of a Shopaholic,2009.0,['romantic-comedy']
Barefoot,2014.0,['romantic-comedy']
The Wedding Planner,2001.0,['romantic-comedy']
Life as We Know It,2010.0,['romantic-comedy']
Girls Just Want to Have Fun,1985.0,"['romantic-comedy', 'teen-comedy']"
My Big Fat Greek Wedding 3,2023.0,['romantic-comedy']
Fools Rush In,1997.0,['romantic-comedy']
Because I Said So,2007.0,['romantic-comedy']
Zookeeper,2011.0,['romantic-comedy']
Frankie and Johnny,1991.0,['romantic-comedy']
First Daughter,2004.0,['romantic-comedy']
Happiness for Beginners,2023.0,['romantic-comedy']
The Switch,2010.0,['romantic-comedy']
Beautiful Girls,1996.0,['romantic-comedy']
Little Italy,2018.0,['romantic-comedy']
Boomerang,1992.0,['romantic-comedy']
Runaway Bride,1999.0,['romantic-comedy']
What to Expect When You're Expecting,2012.0,['romantic-comedy']
It Could Happen to You,1994.0,['romantic-comedy']
Sabrina,1995.0,['romantic-comedy']
Austenland,2013.0,['romantic-comedy']
What Happens Later,2023.0,['romantic-comedy']
Prime,2005.0,['romantic-comedy']
10 Years,2011.0,['romantic-comedy']
Doc Hollywood,1991.0,['romantic-comedy']
Only You,1994.0,['romantic-comedy']
When We First Met,2018.0,['romantic-comedy']
Get Over It,2001.0,['romantic-comedy']
The Goodbye Girl,1977.0,['romantic-comedy']
How Do You Know,2010.0,['romantic-comedy']
Always Be My Maybe,2019.0,['romantic-comedy']
Shall We Dance?,2004.0,['romantic-comedy']
Father of the Bride,2022.0,['romantic-comedy']
Morning Glory,2010.0,['romantic-comedy']
Jersey Girl,2004.0,['romantic-comedy']
Broadcast News,1987.0,"['romantic-comedy', 'satire-comedy', 'workplace-drama']"
Home Again,2017.0,['romantic-comedy']
Drive Me Crazy,1999.0,['romantic-comedy']
No Reservations,2007.0,['romantic-comedy']
Joe Versus the Volcano,1990.0,['romantic-comedy']
Enough Said,2013.0,['romantic-comedy']
Timer,2009.0,['romantic-comedy']
Book Club: The Next Chapter,2023.0,['romantic-comedy']
Two Night Stand,2014.0,['romantic-comedy']
Chasing Liberty,2004.0,['romantic-comedy']
What's Your Number?,2011.0,['romantic-comedy']
My Best Friend's Girl,2008.0,['romantic-comedy']
Summer Catch,2001.0,['romantic-comedy']
Tin Cup,1996.0,['romantic-comedy']
Marry Me,2022.0,['romantic-comedy']
Funny Face,1957.0,['romantic-comedy']
Saving Silverman,2001.0,"['romantic-comedy', 'slapstick-comedy']"
New Year's Eve,2011.0,['romantic-comedy']
Loser,2000.0,['romantic-comedy']
What's Love Got to Do with It?,2022.0,['romantic-comedy']
Bride & Prejudice,2004.0,['romantic-comedy']
I Could Never Be Your Woman,2007.0,"['romantic-comedy', 'satire-comedy', 'slapstick-comedy']"
Swept Away,2002.0,"['romantic-comedy', 'survival-adventure']"
A Nice Girl Like You,2020.0,['romantic-comedy']
Book Club,2018.0,['romantic-comedy']
Sydney White,2007.0,['romantic-comedy']
Nick and Norah's Infinite Playlist,2008.0,"['romantic-comedy', 'teen-comedy', 'teen-drama', 'teen-romance']"
Isn't It Romantic,2019.0,"['romantic-comedy', 'satire-comedy']"
"Yours, Mine & Ours",2005.0,['romantic-comedy']
How Stella Got Her Groove Back,1998.0,['romantic-comedy']
The Best Man,1999.0,['romantic-comedy']
My Big Fat Greek Wedding 2,2016.0,['romantic-comedy']
Wimbledon,2004.0,['romantic-comedy']
America's Sweethearts,2001.0,"['romantic-comedy', 'satire-comedy']"
The Mirror Has Two Faces,1996.0,['romantic-comedy']
Don Juan DeMarco,1994.0,['romantic-comedy']
The Heartbreak Kid,1972.0,"['romantic-comedy', 'satire-comedy']"
Boys and Girls,2000.0,"['romantic-comedy', 'teen-comedy']"
Someone Like You,2001.0,['romantic-comedy']
My Super Ex-Girlfriend,2006.0,['romantic-comedy']
The Fabulous Baker Boys,1989.0,['romantic-comedy']
She's the One,1996.0,['romantic-comedy']
Roxanne,1987.0,"['romantic-comedy', 'slapstick-comedy']"
To Rome with Love,2012.0,['romantic-comedy']
High Society,1956.0,['romantic-comedy']
Going the Distance,2010.0,['romantic-comedy']
Blind Date,1987.0,"['romantic-comedy', 'slapstick-comedy']"
Think Like a Man Too,2014.0,['romantic-comedy']
Young Werther,2024.0,['romantic-comedy']
Chances Are,1989.0,['romantic-comedy']
HouseSitter,1992.0,['romantic-comedy']
The Other Sister,1999.0,['romantic-comedy']
The Prince and Me,2004.0,['romantic-comedy']
I Love Trouble,1994.0,['romantic-comedy']
About Last Night,2014.0,['romantic-comedy']
How to Marry a Millionaire,1953.0,"['romantic-comedy', 'screwball-comedy']"
Win a Date with Tad Hamilton!,2004.0,['romantic-comedy']
Keeping the Faith,2000.0,['romantic-comedy']
Saving Face,2004.0,['romantic-comedy']
Hope Springs,2012.0,['romantic-comedy']
Nine Months,1995.0,['romantic-comedy']
Must Love Dogs,2005.0,['romantic-comedy']
Honeymoon in Vegas,1992.0,['romantic-comedy']
Life or Something Like It,2002.0,['romantic-comedy']
View from the Top,2003.0,['romantic-comedy']
Chilly Scenes of Winter,1979.0,['romantic-comedy']
Picture Perfect,1997.0,['romantic-comedy']
Kissing Jessica Stein,2001.0,['romantic-comedy']
Little Black Book,2004.0,['romantic-comedy']
The Butcher's Wife,1991.0,['romantic-comedy']
The Truth About Cats & Dogs,1996.0,['romantic-comedy']
Green Card,1990.0,['romantic-comedy']
Did You Hear About the Morgans?,2009.0,['romantic-comedy']
The Awful Truth,1937.0,"['romantic-comedy', 'screwball-comedy']"
Miss Pettigrew Lives for a Day,2008.0,['romantic-comedy']
In Good Company,2004.0,"['romantic-comedy', 'workplace-drama']"
Over Her Dead Body,2008.0,['romantic-comedy']
A Guy Thing,2003.0,['romantic-comedy']
The Brothers,2001.0,['romantic-comedy']
Forces of Nature,1999.0,['romantic-comedy']
Celeste & Jesse Forever,2012.0,['romantic-comedy']
Legal Eagles,1986.0,['romantic-comedy']
Houseboat,1958.0,"['romantic-comedy', 'satire-comedy', 'screwball-comedy']"
Love Affair,1994.0,['romantic-comedy']
Something New,2006.0,['romantic-comedy']
My Mom's New Boyfriend,2008.0,['romantic-comedy']
The Beautician and the Beast,1997.0,['romantic-comedy']
The Wedding Banquet,1993.0,['romantic-comedy']
Lost & Found,1999.0,['romantic-comedy']
Where the Boys Are,1960.0,['romantic-comedy']
Excess Baggage,1997.0,['romantic-comedy']
Ninotchka,1939.0,"['romantic-comedy', 'satire-comedy', 'screwball-comedy']"
Laws of Attraction,2004.0,['romantic-comedy']
The Last Kiss,2006.0,['romantic-comedy']
Serving Sara,2002.0,['romantic-comedy']
Head Over Heels,2001.0,['romantic-comedy']
License to Wed,2007.0,['romantic-comedy']
Much Ado About Nothing,2012.0,['romantic-comedy']
That Touch of Mink,1962.0,['romantic-comedy']
An Ideal Husband,1999.0,['romantic-comedy']
Down to You,2000.0,['romantic-comedy']
Addicted to Love,1997.0,['romantic-comedy']
The Story of Us,1999.0,['romantic-comedy']
Man's Favorite Sport?,1964.0,"['romantic-comedy', 'screwball-comedy', 'slapstick-comedy']"
Cousins,1989.0,['romantic-comedy']
Say It Isn't So,2001.0,['romantic-comedy']
Love in the Afternoon,1957.0,['romantic-comedy']
Forget Paris,1995.0,['romantic-comedy']
Simply Irresistible,1999.0,['romantic-comedy']
The End of Sex,2022.0,['romantic-comedy']
Alex Strangelove,2018.0,['romantic-comedy']
Maggie's Plan,2015.0,['romantic-comedy']
Italian for Beginners,2000.0,['romantic-comedy']
Mr. Blandings Builds His Dream House,1948.0,"['romantic-comedy', 'satire-comedy']"
Alex & Emma,2003.0,['romantic-comedy']
Teacher's Pet,1958.0,['romantic-comedy']
Woman on Top,2000.0,['romantic-comedy']
Kiss Me Kate,1953.0,"['romantic-comedy', 'screwball-comedy']"
Sex and the Single Girl,1964.0,['romantic-comedy']
Meet the Browns,2008.0,['romantic-comedy']
The Bachelor,1999.0,['romantic-comedy']
Mr. & Mrs. Smith,1941.0,"['romantic-comedy', 'screwball-comedy']"
Top Five,2014.0,['romantic-comedy']
The Marrying Man,1991.0,"['romantic-comedy', 'slapstick-comedy']"
Overnight Delivery,1998.0,['romantic-comedy']
Mr. Wonderful,1993.0,['romantic-comedy']
"Move Over, Darling",1963.0,"['romantic-comedy', 'screwball-comedy', 'slapstick-comedy']"
My Favorite Wife,1940.0,"['romantic-comedy', 'screwball-comedy']"
Splendor,1999.0,['romantic-comedy']
A Damsel in Distress,1937.0,['romantic-comedy']
"The Long, Long Trailer",1954.0,"['romantic-comedy', 'satire-comedy', 'slapstick-comedy']"
Being Julia,2004.0,['romantic-comedy']
Shall We Dance?,1996.0,['romantic-comedy']
Do Not Disturb,1965.0,['romantic-comedy']
The Swan,1956.0,['romantic-comedy']
A Song Is Born,1948.0,"['romantic-comedy', 'screwball-comedy']"
The Grass Is Greener,1960.0,"['romantic-comedy', 'screwball-comedy']"
Mrs. Winterbourne,1996.0,['romantic-comedy']
We're Not Married!,1952.0,"['romantic-comedy', 'screwball-comedy']"
Design for Living,1933.0,"['romantic-comedy', 'screwball-comedy']"
Love Hurts,2009.0,"['romantic-comedy', 'screwball-comedy']"
Girl Happy,1965.0,['romantic-comedy']
Wife vs. Secretary,1936.0,"['romantic-comedy', 'screwball-comedy']"
Darling Lili,1970.0,['romantic-comedy']
Good Advice,2001.0,['romantic-comedy']
The Courtship of Eddie's Father,1963.0,['romantic-comedy']
Shall We Dance,1937.0,['romantic-comedy']
The Black Marble,1980.0,['romantic-comedy']
Molly,1999.0,['romantic-comedy']
It Had to Be You,1947.0,['romantic-comedy']
Angie,1994.0,['romantic-comedy']
The Tender Trap,1955.0,['romantic-comedy']
Lady Be Good,1941.0,['romantic-comedy']
When Ladies Meet,1941.0,['romantic-comedy']
She Done Him Wrong,1933.0,['romantic-comedy']
Love Crazy,1941.0,"['romantic-comedy', 'screwball-comedy']"
Speechless,1994.0,['romantic-comedy']
Everybody Wants to Be Italian,2007.0,['romantic-comedy']
Mostly Martha,2001.0,['romantic-comedy']
"He Said, She Said",1991.0,['romantic-comedy']
That Old Feeling,1997.0,"['romantic-comedy', 'screwball-comedy']"
The Strawberry Blonde,1941.0,['romantic-comedy']
Cluny Brown,1946.0,"['romantic-comedy', 'satire-comedy']"
Platinum Blonde,1931.0,"['romantic-comedy', 'screwball-comedy']"
Sylvia Scarlett,1935.0,['romantic-comedy']
Adam & Steve,2005.0,['romantic-comedy']
Twentieth Century,1934.0,"['romantic-comedy', 'screwball-comedy']"
Carefree,1938.0,"['romantic-comedy', 'screwball-comedy']"
Come Live with Me,1941.0,['romantic-comedy']
Three Little Words,1950.0,['romantic-comedy']
Kissing a Fool,1998.0,['romantic-comedy']
Year of the Comet,1992.0,['romantic-comedy']
Pot o' Gold,1941.0,"['romantic-comedy', 'screwball-comedy']"
Miami Rhapsody,1995.0,['romantic-comedy']
Mr. Lucky,1943.0,['romantic-comedy']
A New Kind of Love,1963.0,['romantic-comedy']
Nancy Goes to Rio,1950.0,"['romantic-comedy', 'screwball-comedy']"
eCupid,2011.0,['romantic-comedy']
The Mating Game,1959.0,"['romantic-comedy', 'slapstick-comedy']"
The Truth About Love,2005.0,['romantic-comedy']
Made in Paris,1966.0,['romantic-comedy']
Margie,1946.0,['romantic-comedy']
It Started with a Kiss,1959.0,"['romantic-comedy', 'satire-comedy']"
Sweet November,1968.0,['romantic-comedy']
Break Ke Baad,2010.0,['romantic-comedy']
Personal Property,1937.0,"['romantic-comedy', 'screwball-comedy']"
Kiss Them for Me,1957.0,['romantic-comedy']
Billy Rose's Jumbo,1962.0,['romantic-comedy']
Marriage on the Rocks,1965.0,['romantic-comedy']
American Dreamer,1984.0,['romantic-comedy']
Born to Dance,1936.0,['romantic-comedy']
Once Upon a Honeymoon,1942.0,"['romantic-comedy', 'screwball-comedy']"
That Wonderful Urge,1948.0,['romantic-comedy']
The Divorce Party,2019.0,['romantic-comedy']
Theodora Goes Wild,1936.0,"['romantic-comedy', 'screwball-comedy']"
The Mating of Millie,1948.0,['romantic-comedy']
Romantic Comedy,1983.0,['romantic-comedy']
Every Girl Should Be Married,1948.0,['romantic-comedy']
Two-Faced Woman,1941.0,"['romantic-comedy', 'screwball-comedy']"
The Model and the Marriage Broker,1951.0,"['romantic-comedy', 'screwball-comedy']"
The Bobo,1967.0,['romantic-comedy']
Four's a Crowd,1938.0,"['romantic-comedy', 'screwball-comedy']"
Here Comes the Groom,1951.0,['romantic-comedy']
My Geisha,1962.0,['romantic-comedy']
Lucky Me,1954.0,['romantic-comedy']
Why Be Good?,1929.0,['romantic-comedy']
The Ghost Goes West,1935.0,['romantic-comedy']
Reckless,1935.0,"['romantic-comedy', 'screwball-comedy']"
Dream Wife,1953.0,['romantic-comedy']
Love Is News,1937.0,['romantic-comedy']
The Doctor Takes a Wife,1940.0,"['romantic-comedy', 'screwball-comedy']"
The Impossible Years,1968.0,"['romantic-comedy', 'satire-comedy']"
The Private War of Major Benson,1955.0,"['romantic-comedy', 'screwball-comedy', 'teen-comedy']"
The Bride Came C.O.D.,1941.0,"['romantic-comedy', 'screwball-comedy']"
Ask Any Girl,1959.0,['romantic-comedy']
The Happy Years,1950.0,['romantic-comedy']
Hollywood Hotel,1937.0,['romantic-comedy']
Tales of Manhattan,1942.0,['romantic-comedy']
Lucky Partners,1940.0,"['romantic-comedy', 'screwball-comedy']"
The Love Parade,1929.0,"['romantic-comedy', 'slapstick-comedy']"
A Breath of Scandal,1960.0,['romantic-comedy']
All in a Night's Work,1961.0,['romantic-comedy']
Star of Midnight,1935.0,"['romantic-comedy', 'screwball-comedy']"
Tonight or Never,1931.0,"['romantic-comedy', 'screwball-comedy']"
Cherry,1999.0,"['romantic-comedy', 'screwball-comedy']"
Bundle of Joy,1956.0,"['romantic-comedy', 'screwball-comedy']"
Holiday in Mexico,1946.0,['romantic-comedy']
A Ticklish Affair,1963.0,['romantic-comedy']
A Smile Like Yours,1997.0,['romantic-comedy']
"Rich, Young and Pretty",1951.0,['romantic-comedy']
The Taming of the Shrew,1929.0,"['romantic-comedy', 'satire-comedy']"
But Not for Me,1959.0,['romantic-comedy']
O Kadhal Kanmani,2015.0,['romantic-comedy']
Padosan,1968.0,['romantic-comedy']
The Girl from Jones Beach,1949.0,['romantic-comedy']
Merry Andrew,1958.0,['romantic-comedy']
Duchess of Idaho,1950.0,['romantic-comedy']
It's a Pleasure,1945.0,['romantic-comedy']
Rafter Romance,1933.0,['romantic-comedy']
Never a Dull Moment,1950.0,['romantic-comedy']
The Extra Girl,1923.0,['romantic-comedy']
Pipe Dream,2001.0,['romantic-comedy']
Bachelor Apartment,1931.0,['romantic-comedy']
Abracadabra,2017.0,['romantic-comedy']
"Mary, Mary",1963.0,['romantic-comedy']
The Bride Goes Wild,1948.0,['romantic-comedy']
Grounds for Marriage,1951.0,['romantic-comedy']
Exit Smiling,1926.0,['romantic-comedy']
Faithful in My Fashion,1946.0,"['romantic-comedy', 'screwball-comedy']"
Hold That Kiss,1938.0,['romantic-comedy']
Delightfully Dangerous,1945.0,"['romantic-comedy', 'screwball-comedy']"
Washington Story,1952.0,['romantic-comedy']
You're Only Young Once,1937.0,['romantic-comedy']
Design for Scandal,1941.0,"['romantic-comedy', 'screwball-comedy']"
Too Young to Kiss,1951.0,"['romantic-comedy', 'slapstick-comedy']"
En otro lugar,2022.0,['romantic-comedy']
Affair with a Stranger,1953.0,['romantic-comedy']
Adrenaline Drive,1999.0,['romantic-comedy']
Love Is a Headache,1938.0,"['romantic-comedy', 'screwball-comedy']"
You Can't Fool Your Wife,1940.0,['romantic-comedy']
Peach O'Reno,1931.0,"['romantic-comedy', 'slapstick-comedy']"
Fast Life,1932.0,['romantic-comedy']
Big Business Girl,1931.0,"['romantic-comedy', 'screwball-comedy']"
Melody Cruise,1933.0,['romantic-comedy']
An Idiot in Paris,1967.0,['romantic-comedy']
Smartest Girl in Town,1936.0,['romantic-comedy']
A Letter for Evie,1946.0,['romantic-comedy']
Something Always Happens,1934.0,"['romantic-comedy', 'screwball-comedy']"
The Singing Marine,1937.0,['romantic-comedy']
Easy to Love,1934.0,['romantic-comedy']
Smart Woman,1931.0,"['romantic-comedy', 'satire-comedy', 'screwball-comedy']"
Something Short of Paradise,1979.0,['romantic-comedy']
I Swiped the Wrong One,,['romantic-comedy']
"Beg, Borrow or Steal",1937.0,['romantic-comedy']
Living on Love,1937.0,['romantic-comedy']
I Like Your Nerve,1931.0,['romantic-comedy']
Trouble in Law,,['romantic-comedy']
Mr. Virgin,1984.0,['romantic-comedy']
Here Comes Happiness,1941.0,['romantic-comedy']
Alias a Gentleman,1948.0,['romantic-comedy']
Dívka v modrém,1940.0,"['romantic-comedy', 'screwball-comedy']"
The Village Bride of Beverly Hills,,['romantic-comedy']
Rukmini Vasantha,,['romantic-comedy']
One Hit Wonder,,['romantic-comedy']
Maailman kaunein tyttö,1953.0,['romantic-comedy']
Na horách,,['romantic-comedy']
First Kiss,2012.0,['romantic-comedy']
Love Unlocked A Christmas Time Capsule,,['romantic-comedy']
Teenage Mutant Ninja Turtles,2014.0,"['samurai-action', 'superhero-action']"
The Wolverine,2013.0,"['samurai-action', 'superhero-action']"
47 Ronin,2013.0,['samurai-action']
Red Sun,1971.0,"['samurai-action', 'spaghetti-western']"
Blade of the Immortal,2017.0,['samurai-action']
Blade of the 47 Ronin,2022.0,['samurai-action']
Sanjuro,1962.0,['samurai-action']
The Blind Swordsman: Zatoichi,2003.0,['samurai-action']
Shogun Assassin,1980.0,['samurai-action']
Batman Ninja,2018.0,"['samurai-action', 'superhero-action']"
Samurai I: Musashi Miyamoto,1954.0,['samurai-action']
Samurai Assassin,1965.0,['samurai-action']
The Steel Edge of Revenge,1969.0,['samurai-action']
Three Outlaw Samurai,1964.0,['samurai-action']
Chushingura,1962.0,['samurai-action']
Samurai III: Duel at Ganryu Island,1956.0,['samurai-action']
Samurai II: Duel at Ichijoji Temple,1955.0,['samurai-action']
13 Assassins,1963.0,['samurai-action']
Hitokiri,1969.0,['samurai-action']
The Bushido Blade,1981.0,['samurai-action']
Zatoichi Meets Yojimbo,1970.0,['samurai-action']
Sword of the Beast,1965.0,['samurai-action']
Revenge,1964.0,['samurai-action']
Samurai Wolf,1966.0,['samurai-action']
Shinsengumi: Assassins of Honor,1969.0,['samurai-action']
Bushido,1963.0,['samurai-action']
Samurai Banners,1969.0,['samurai-action']
Destiny's Son,1962.0,['samurai-action']
New Tale of Zatoichi,1963.0,['samurai-action']
The Tale of Zatoichi Continues,1962.0,['samurai-action']
Incident at Blood Pass,1970.0,['samurai-action']
Zatoichi on the Road,1963.0,['samurai-action']
Samurai Spy,1965.0,['samurai-action']
Assassination,1964.0,['samurai-action']
Satan's Sword,1960.0,['samurai-action']
Vendetta of a Samurai,1952.0,['samurai-action']
Orochi,1925.0,['samurai-action']
Samurai Saga,1959.0,['samurai-action']
Samurai Vendetta,1959.0,['samurai-action']
The Betrayal,1966.0,['samurai-action']
Nemuri Kyôshirô: Engetsugiri,1964.0,['samurai-action']
Sleepy Eyes of Death: The Mask of the Princess,1966.0,['samurai-action']
Welcome to Mooseport,2004.0,['satire-comedy']
Mean Girls,2004.0,"['satire-comedy', 'teen-comedy']"
Office Space,1999.0,['satire-comedy']
Trading Places,1983.0,['satire-comedy']
Maverick,1994.0,['satire-comedy']
Zoolander,2001.0,"['satire-comedy', 'slapstick-comedy']"
The Dictator,2012.0,['satire-comedy']
