from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt0077531,F.I.S.T.,1978,145,6.4,9012,11000000,20388920,"11,000,000","20,388,920",51406779.141104296,95284427.94233128,"51,406,779","95,284,427"
tt0077572,Force 10 from Navarone,1978,118,6.4,20471,5000000,7230000,"5,000,000","7,230,000",23366717.791411042,33788273.926380366,"23,366,717","33,788,273"
tt0077578,Foul Play,1978,116,6.8,17827,5000000,45000000,"5,000,000","45,000,000",23366717.791411042,210300460.12269938,"23,366,717","210,300,460"
tt0077631,Grease,1978,110,7.2,312368,6000000,396271103,"6,000,000","396,271,103",28040061.34969325,1851911006.5384355,"28,040,061","1,851,911,006"
tt0077651,Halloween,1978,91,7.7,321662,325000,70260597,"325,000","70,260,597",1518836.6564417176,328351908.3910123,"1,518,836","328,351,908"
tt0077663,Heaven Can Wait,1978,101,6.9,24480,15000000,98800000,"15,000,000","98,800,000",70100153.37423313,461726343.5582822,"70,100,153","461,726,343"
tt0077681,The Hills Have Eyes,1977,90,6.3,40898,350000,25000000,"350,000","25,000,000",1759830.0330033002,125702145.21452145,"1,759,830","125,702,145"
tt0077745,Invasion of the Body Snatchers,1978,115,7.4,75246,3500000,24946533,"3,500,000","24,946,533",16356702.453987729,116583719.29702453,"16,356,702","116,583,719"
tt0077766,Jaws 2,1978,116,5.8,87560,20000000,187884000,"20,000,000","187,884,000",93466871.16564417,878046481.1042944,"93,466,871","878,046,481"
tt0077807,King of the Gypsies,1978,112,6.2,1531,5000000,7325177,"5,000,000","7,325,177",23366717.791411042,34233068.746226996,"23,366,717","34,233,068"
tt0077869,The Lord of the Rings,1978,132,6.2,37623,4000000,30500000,"4,000,000","30,500,000",18693374.233128835,142536978.52760735,"18,693,374","142,536,978"
tt0077928,Midnight Express,1978,121,7.5,90803,2300000,35000000,"2,300,000","35,000,000",10748690.18404908,163567024.5398773,"10,748,690","163,567,024"
tt0077975,National Lampoon's Animal House,1978,109,7.4,132395,2700000,141000000,"2,700,000","141,000,000",12618027.607361963,658941441.7177914,"12,618,027","658,941,441"
tt0078087,Piranha,1978,94,5.9,26229,660000,16000000,"660,000","16,000,000",3084406.7484662575,74773496.93251534,"3,084,406","74,773,496"
tt0078163,Revenge of the Pink Panther,1978,99,6.6,24071,12000000,49579269,"12,000,000","49,579,269",56080122.6993865,231700957.4054908,"56,080,122","231,700,957"
tt0078239,Sgt. Pepper's Lonely Hearts Club Band,1978,113,4.3,7264,18000000,20378470,"18,000,000","20,378,470",84120184.04907975,95235591.50214723,"84,120,184","95,235,591"
tt0078346,Superman,1978,143,7.4,195006,55000000,300500000,"55,000,000","300,500,000",257033895.70552146,1404339739.2638037,"257,033,895","1,404,339,739"
tt0078350,The Swarm,1978,116,4.5,8961,21000000,7700000,"21,000,000","7,700,000",98140214.72392638,35984745.39877301,"98,140,214","35,984,745"
tt0078504,The Wiz,1978,134,5.6,18084,24000000,21049053,"24,000,000","21,049,053",112160245.398773,98369456.2454908,"112,160,245","98,369,456"
tt0078718,And Justice for All,1979,119,7.4,42112,6000000,33300000,"6,000,000","33,300,000",25181983.471074384,139760008.26446283,"25,181,983","139,760,008"
tt0078721,10,1979,122,6.1,19823,7000000,107000000,"7,000,000","107,000,000",29378980.716253445,449078705.2341598,"29,378,980","449,078,705"
tt0078723,1941,1979,118,5.8,37417,35000000,94900000,"35,000,000","94,900,000",146894903.58126724,398295038.56749314,"146,894,903","398,295,038"
tt0078736,Agatha,1979,105,6.2,3822,3500000,7500000,"3,500,000","7,500,000",14689490.358126722,31477479.338842977,"14,689,490","31,477,479"
tt0078740,The Concorde... Airport '79,1979,113,4.5,7235,14000000,13015688,"14,000,000","13,015,688",58757961.43250689,54626806.680110194,"58,757,961","54,626,806"
tt0078748,Alien,1979,117,8.5,1008685,11000000,104931801,"11,000,000","104,931,801",46166969.6969697,440398479.7286777,"46,166,969","440,398,479"
tt0078754,All That Jazz,1979,123,7.8,37416,12000000,37823676,"12,000,000","37,823,676",50363966.94214877,158745863.97454548,"50,363,966","158,745,863"
tt0078788,Apocalypse Now,1979,147,8.4,737085,31500000,150000000,"31,500,000","150,000,000",132205413.22314051,629549586.7768595,"132,205,413","629,549,586"
tt0078869,The Black Hole,1979,98,5.9,28961,20000000,35841901,"20,000,000","35,841,901",83939944.90358128,150428359.75898075,"83,939,944","150,428,359"
tt0078902,Breaking Away,1979,101,7.7,26442,2300000,20000000,"2,300,000","20,000,000",9653093.663911847,83939944.90358128,"9,653,093","83,939,944"
tt0078908,The Brood,1979,92,6.8,36039,1355000,5000000,"1,355,000","5,000,000",5686931.267217631,20984986.22589532,"5,686,931","20,984,986"
tt0078966,The China Syndrome,1979,122,7.4,34365,5900000,51718367,"5,900,000","51,718,367",24762283.746556476,217061843.8241598,"24,762,283","217,061,843"
tt0079116,Escape from Alcatraz,1979,112,7.6,154156,8000000,43004381,"8,000,000","43,004,381",33575977.96143251,180489268.58763087,"33,575,977","180,489,268"
tt0079153,Firepower,1979,104,5.1,1249,8000000,1200000,"8,000,000","1,200,000",33575977.96143251,5036396.694214877,"33,575,977","5,036,396"
tt0079168,A Force of One,1979,90,5.1,4546,3500000,20166000,"3,500,000","20,166,000",14689490.358126722,84636646.446281,"14,689,490","84,636,646"
tt0079180,The Frisco Kid,1979,119,6.3,11909,9200000,9300000,"9,200,000","9,300,000",38612374.65564739,39032074.380165294,"38,612,374","39,032,074"
tt0079219,Going in Style,1979,97,7.1,4255,5500000,30000000,"5,500,000","30,000,000",23083484.84848485,125909917.3553719,"23,083,484","125,909,917"
tt0079227,Good Guys Wear Black,1978,95,5.1,3950,1000000,18300000,"1,000,000","18,300,000",4673343.558282209,85522187.11656441,"4,673,343","85,522,187"
tt0079239,The Great Santini,1979,115,7.1,7236,4000000,4700000,"4,000,000","4,700,000",16787988.980716255,19725887.0523416,"16,787,988","19,725,887"
tt0079261,Hair,1979,121,7.5,42409,11000000,15313606,"11,000,000","15,313,606",46166969.6969697,64271162.195757575,"46,166,969","64,271,162"
tt0079285,Saturn 3,1980,88,5.1,10994,10000000,4900000,"10,000,000","4,900,000",36978398.058252424,18119415.048543688,"36,978,398","18,119,415"
tt0079336,The In-Laws,1979,103,7.3,10503,9000000,38200000,"9,000,000","38,200,000",37772975.20661157,160325294.76584023,"37,772,975","160,325,294"
tt0079367,The Jerk,1979,94,7.1,66088,4000000,100000000,"4,000,000","100,000,000",16787988.980716255,419699724.51790637,"16,787,988","419,699,724"
tt0079470,Monty Python's Life of Brian,1979,94,8.0,427747,4000000,20700000,"4,000,000","20,700,000",16787988.980716255,86877842.97520661,"16,787,988","86,877,842"
tt0079501,Mad Max,1979,88,6.8,237297,350000,100000000,"350,000","100,000,000",1468949.0358126722,419699724.51790637,"1,468,949","419,699,724"
tt0079522,Manhattan,1979,96,7.8,150304,9000000,40194067,"9,000,000","40,194,067",37772975.20661157,168694388.47154272,"37,772,975","168,694,388"
tt0079550,Meteor,1979,108,5.1,8758,16000000,12600000,"16,000,000","12,600,000",67151955.92286502,52882165.2892562,"67,151,955","52,882,165"
tt0079574,Moonraker,1979,126,6.3,112299,34000000,210308099,"34,000,000","210,308,099",142697906.33608815,882662512.1418458,"142,697,906","882,662,512"
tt0079588,The Muppet Movie,1979,95,7.6,40782,8000000,75200000,"8,000,000","75,200,000",33575977.96143251,315614192.8374656,"33,575,977","315,614,192"
tt0079638,Norma Rae,1979,114,7.3,13319,4500000,22228000,"4,500,000","22,228,000",18886487.603305787,93290854.76584023,"18,886,487","93,290,854"
tt0079714,Phantasm,1979,89,6.6,42809,300000,11988469,"300,000","11,988,469",1259099.1735537192,50315571.3669146,"1,259,099","50,315,571"
tt0079753,The Prisoner of Zenda,1979,108,5.2,1407,10000000,15300000,"10,000,000","15,300,000",41969972.45179064,64214057.851239674,"41,969,972","64,214,057"
tt0079817,Rocky II,1979,119,7.3,238951,7000000,85187855,"7,000,000","85,187,855",29378980.716253445,357533192.7577135,"29,378,980","357,533,192"
tt0079945,Star Trek: The Motion Picture,1979,143,6.4,99197,44000000,139346243,"44,000,000","139,346,243",184667878.7878788,584835797.9970523,"184,667,878","584,835,797"
tt0080310,Breaker Morant,1980,107,7.8,14873,1000000,8200000,"1,000,000","8,200,000",3697839.8058252423,30322286.407766987,"3,697,839","30,322,286"
tt0080319,9 to 5,1980,109,6.9,41199,10000000,103300000,"10,000,000","103,300,000",36978398.058252424,381986851.94174755,"36,978,398","381,986,851"
tt0080339,Airplane!,1980,88,7.7,271669,3500000,83453539,"3,500,000","83,453,539",12942439.320388349,308597818.4511893,"12,942,439","308,597,818"
tt0080360,Altered States,1980,102,6.9,40006,15000000,19853892,"15,000,000","19,853,892",55467597.087378636,73416512.13815534,"55,467,597","73,416,512"
tt0080365,American Gigolo,1980,117,6.3,30800,5000000,52700000,"5,000,000","52,700,000",18489199.029126212,194876157.76699027,"18,489,199","194,876,157"
tt0080421,Battle Beyond the Stars,1980,104,5.5,10775,2000000,11000000,"2,000,000","11,000,000",7395679.611650485,40676237.864077665,"7,395,679","40,676,237"
tt0080437,The Big Red One,1980,113,7.1,22069,4500000,7206220,"4,500,000","7,206,220",16640279.126213592,26647447.16553398,"16,640,279","26,647,447"
tt0080453,The Blue Lagoon,1980,104,5.8,79834,4500000,58853106,"4,500,000","58,853,106",16640279.126213592,217629358.0632524,"16,640,279","217,629,358"
tt0080455,The Blues Brothers,1980,133,7.9,220997,27000000,115229890,"27,000,000","115,229,890",99841674.75728154,426101674.062864,"99,841,674","426,101,674"
tt0080465,Borderline,1980,97,6.0,2540,5800000,2300000,"5,800,000","2,300,000",21447470.873786405,8505031.553398058,"21,447,470","8,505,031"
tt0080472,Bronco Billy,1980,116,6.2,13182,6500000,24300000,"6,500,000","24,300,000",24035958.737864077,89857507.28155339,"24,035,958","89,857,507"
tt0080487,Caddyshack,1980,98,7.2,130551,6000000,39846344,"6,000,000","39,846,344",22187038.834951457,147345396.95980582,"22,187,038","147,345,396"
tt0080569,Cruising,1980,102,6.5,29925,11000000,19814523,"11,000,000","19,814,523",40676237.864077665,73270931.8828398,"40,676,237","73,270,931"
tt0080661,Dressed to Kill,1980,104,7.1,52158,6500000,31899000,"6,500,000","31,899,000",24035958.737864077,117957391.9660194,"24,035,958","117,957,391"
tt0080678,The Elephant Man,1980,124,8.2,270902,5000000,26000000,"5,000,000","26,000,000",18489199.029126212,96143834.95145631,"18,489,199","96,143,834"
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,124,8.7,1430598,18000000,538400000,"18,000,000","538,400,000",66561116.504854366,1990916951.4563105,"66,561,116","1,990,916,951"
tt0080736,The Final Countdown,1980,103,6.7,28287,12000000,16647800,"12,000,000","16,647,800",44374077.66990291,61560897.51941748,"44,374,077","61,560,897"
tt0080745,Flash Gordon,1980,111,6.5,63643,35000000,27100000,"35,000,000","27,100,000",129424393.20388348,100211458.73786408,"129,424,393","100,211,458"
tt0080749,The Fog,1980,89,6.8,87037,1000000,21448830,"1,000,000","21,448,830",3697839.8058252423,79314337.36237863,"3,697,839","79,314,337"
tt0080761,Friday the 13th,1980,95,6.4,165410,550000,59754601,"550,000","59,754,601",2033811.8932038834,220962942.15900484,"2,033,811","220,962,942"
tt0080771,Galaxina,1980,95,3.7,3567,5500000,4865000,"5,500,000","4,865,000",20338118.932038832,17989990.655339804,"20,338,118","17,989,990"
tt0080801,The Gods Must Be Crazy,1980,109,7.3,61068,5000000,200000000,"5,000,000","200,000,000",18489199.029126212,739567961.1650485,"18,489,199","739,567,961"
tt0080850,He Knows You're Alone,1980,94,5.0,4409,300000,4900000,"300,000","4,900,000",1109351.9417475727,18119415.048543688,"1,109,351","18,119,415"
tt0080855,Heaven's Gate,1980,219,6.7,18167,44000000,3484331,"44,000,000","3,484,331",162704951.45631066,12884497.868470874,"162,704,951","12,884,497"
tt0080934,The Island,1980,114,5.3,4913,22000000,15700000,"22,000,000","15,700,000",81352475.72815533,58056084.95145631,"81,352,475","58,056,084"
tt0081059,Lion of the Desert,1980,173,8.2,18108,35000000,1502136,"35,000,000","1,502,136",129424393.20388348,5554658.294563106,"129,424,393","5,554,658"
tt0081114,Maniac,1980,87,6.3,21274,350000,10000000,"350,000","10,000,000",1294243.9320388348,36978398.058252424,"1,294,243","36,978,398"
tt0081184,Motel Hell,1980,101,6.0,14246,3000000,6342668,"3,000,000","6,342,668",11093519.417475728,23454170.205533978,"11,093,519","23,454,170"
tt0081259,The Octagon,1980,103,5.1,6496,4000000,18971000,"4,000,000","18,971,000",14791359.22330097,70151718.95631067,"14,791,359","70,151,718"
tt0081283,Ordinary People,1980,124,7.7,58940,6000000,54766923,"6,000,000","54,766,923",22187038.834951457,202519307.911966,"22,187,038","202,519,307"
tt0081353,Popeye,1980,114,5.4,36059,20000000,49823037,"20,000,000","49,823,037",73956796.11650485,184237609.46570385,"73,956,796","184,237,609"
tt0081375,Private Benjamin,1980,109,6.2,29668,15000000,69800000,"15,000,000","69,800,000",55467597.087378636,258109218.44660193,"55,467,597","258,109,218"
tt0081383,Prom Night,1980,92,5.3,22357,1500000,14796236,"1,500,000","14,796,236",5546759.708737864,54714110.457184464,"5,546,759","54,714,110"
tt0081398,Raging Bull,1980,129,8.1,393275,18000000,23380203,"18,000,000","23,380,203",66561116.504854366,86456245.32167475,"66,561,116","86,456,245"
tt0081439,Rough Cut,1980,112,5.7,1609,14000000,16656125,"14,000,000","16,656,125",51769757.281553395,61591682.03580096,"51,769,757","61,591,682"
tt0081455,Scanners,1981,103,6.7,64328,4100000,14225876,"4,100,000","14,225,876",13743434.543454345,47685950.15348734,"13,743,434","47,685,950"
tt0081505,The Shining,1980,146,8.4,1158697,19000000,44781695,"19,000,000","44,781,695",70258956.3106796,165595534.34332523,"70,258,956","165,595,534"
tt0081529,Smokey and the Bandit II,1980,100,5.3,18240,17000000,66100000,"17,000,000","66,100,000",62863276.699029125,244427211.16504854,"62,863,276","244,427,211"
tt0081554,Stardust Memories,1980,89,7.2,24473,10000000,10389003,"10,000,000","10,389,003",36978398.058252424,38416868.83623786,"36,978,398","38,416,868"
tt0081562,Stir Crazy,1980,111,6.7,31416,10000000,101300000,"10,000,000","101,300,000",36978398.058252424,374591172.3300971,"36,978,398","374,591,172"
tt0081573,Superman II,1980,127,6.8,118395,54000000,190458706,"54,000,000","190,458,706",199683349.51456308,704285784.4127669,"199,683,349","704,285,784"
tt0081633,Time Bandits,1981,110,6.9,71427,5000000,42365581,"5,000,000","42,365,581",16760286.028602859,142011851.06558853,"16,760,286","142,011,851"
tt0081696,Urban Cowboy,1980,132,6.5,17567,10000000,53300000,"10,000,000","53,300,000",36978398.058252424,197094861.65048543,"36,978,398","197,094,861"
tt0081698,Used Cars,1980,113,6.7,17601,8000000,11715321,"8,000,000","11,715,321",29582718.44660194,43321380.33182038,"29,582,718","43,321,380"
tt0081777,Xanadu,1980,96,5.4,16045,20000000,22762571,"20,000,000","22,762,571",73956796.11650485,84172341.12672329,"73,956,796","84,172,341"
tt0081974,Absence of Malice,1981,116,6.9,15820,12000000,40716963,"12,000,000","40,716,963",40224686.46864686,136485589.2192079,"40,224,686","136,485,589"
tt0082010,An American Werewolf in London,1981,97,7.5,127639,10000000,31973249,"10,000,000","31,973,249",33520572.057205718,107176159.70074807,"33,520,572","107,176,159"
tt0082031,Arthur,1981,97,6.9,32185,7000000,95461682,"7,000,000","95,461,682",23464400.440044004,319993019.01830584,"23,464,400","319,993,019"
tt0082085,Blow Out,1981,108,7.4,68870,18000000,12000000,"18,000,000","12,000,000",60337029.702970296,40224686.46864686,"60,337,029","40,224,686"
tt0082089,Body Heat,1981,113,7.4,41737,9000000,24058838,"9,000,000","24,058,838",30168514.851485148,80646601.27916391,"30,168,514","80,646,601"
tt0082111,Buddy Buddy,1981,96,6.5,5339,10000000,7258543,"10,000,000","7,258,543",33520572.057205718,24331051.366182614,"33,520,572","24,331,051"
tt0082136,The Cannonball Run,1981,95,6.2,41653,18000000,72179579,"18,000,000","72,179,579",60337029.702970296,241950077.89282727,"60,337,029","241,950,077"
tt0082158,Chariots of Fire,1981,125,7.1,68506,5500000,58972904,"5,500,000","58,972,904",18436314.631463144,197680547.79546756,"18,436,314","197,680,547"
tt0082186,Clash of the Titans,1981,118,6.9,49199,12000000,41092328,"12,000,000","41,092,328",40224686.46864686,137743834.17223322,"40,224,686","137,743,834"
tt0082198,Conan the Barbarian,1982,129,6.9,167448,20000000,73951475,"20,000,000","73,951,475",63150673.57512953,233504272.90621763,"63,150,673","233,504,272"
tt0082247,Death Hunt,1981,97,6.9,8667,10000000,5000000,"10,000,000","5,000,000",33520572.057205718,16760286.028602859,"33,520,572","16,760,286"
tt0082288,Dragonslayer,1981,109,6.6,20744,18000000,14110013,"18,000,000","14,110,013",60337029.702970296,47297570.74946095,"60,337,029","47,297,570"
tt0082340,Escape from New York,1981,99,7.1,164571,6000000,50244700,"6,000,000","50,244,700",20112343.23432343,168423108.68426841,"20,112,343","168,423,108"
tt0082348,Excalibur,1981,140,7.3,69741,11000000,35000000,"11,000,000","35,000,000",36872629.26292629,117322002.20022002,"36,872,629","117,322,002"
tt0082352,Eyes of a Stranger,1981,84,6.0,3372,800000,1118634,"800,000","1,118,634",2681645.7645764574,3749725.1602640264,"2,681,645","3,749,725"
tt0082362,The Fan,1981,95,5.8,3120,10000000,3100000,"10,000,000","3,100,000",33520572.057205718,10391377.337733774,"33,520,572","10,391,377"
tt0082378,Final Exam,1981,89,4.6,4882,374000,3000000,"374,000","3,000,000",1253669.3949394939,10056171.617161715,"1,253,669","10,056,171"
tt0082398,For Your Eyes Only,1981,127,6.7,111478,28000000,195300000,"28,000,000","195,300,000",93857601.76017602,654656772.2772276,"93,857,601","654,656,772"
tt0082418,Friday the 13th Part 2,1981,87,6.1,82101,1250000,21722776,"1,250,000","21,722,776",4190071.5071507148,72815987.8190539,"4,190,071","72,815,987"
tt0082432,Gallipoli,1981,110,7.4,43087,3000000,11700000,"3,000,000","11,700,000",10056171.617161715,39219069.30693069,"10,056,171","39,219,069"
tt0082474,The Great Muppet Caper,1981,97,7.1,17451,14000000,31200000,"14,000,000","31,200,000",46928800.88008801,104584184.81848185,"46,928,800","104,584,184"
tt0082495,Halloween II,1981,92,6.5,106501,2500000,25533818,"2,500,000","25,533,818",8380143.0143014295,85590818.61645764,"8,380,143","85,590,818"
tt0082498,Happy Birthday to Me,1981,110,6.0,11825,3500000,10600000,"3,500,000","10,600,000",11732200.220022002,35531806.38063806,"11,732,200","35,531,806"
tt0082507,Heartbeeps,1981,78,4.3,1742,12000000,2154696,"12,000,000","2,154,696",40224686.46864686,7222664.252937294,"40,224,686","7,222,664"
tt0082509,Heavy Metal,1981,86,6.6,39643,9300000,20118654,"9,300,000","20,118,654",31174132.01320132,67438879.110099,"31,174,132","67,438,879"
tt0082517,History of the World: Part I,1981,92,6.8,56662,11000000,31672907,"11,000,000","31,672,907",36872629.26292629,106169396.13546754,"36,872,629","106,169,396"
